Bedrooms,Bathrooms,SqftLiving,HouseAge,Garage,Floors,Neighborhood,DistanceToCity,Price
2,2,662,34,2,3,1,35.6,131000
2,1,630,45,1,2,1,11.0,114000
3,2,1146,13,2,2,1,45.0,183000
3,2,1058,19,1,3,2,16.5,258000
2,1,636,12,1,2,3,17.0,219000
3,3,1431,36,1,1,2,46.0,190000
4,3,1844,10,1,1,0,1.6,285000
5,5,2189,16,2,1,1,10.5,389000
3,3,1304,28,2,1,2,21.7,259000
5,4,2018,56,0,1,2,35.3,283000
3,3,1100,19,2,2,1,32.7,198000
3,2,1009,40,2,1,2,33.8,169000
2,2,872,6,0,2,2,44.1,177000
4,4,1365,4,1,3,1,6.9,315000
6,5,2201,30,1,2,1,26.6,363000
4,3,1830,39,1,3,2,36.5,286000
3,2,1580,31,2,1,2,32.2,281000
4,3,1678,46,0,2,0,23.0,164000
2,1,1021,27,1,1,2,1.8,264000
5,5,1950,45,0,2,2,4.0,374000
3,3,932,21,2,2,2,6.8,275000
3,3,1322,37,2,1,1,17.8,229000
3,2,1313,9,0,1,3,6.8,355000
4,3,1614,35,1,2,0,21.9,219000
2,1,751,42,0,2,2,9.8,191000
4,3,1792,47,2,2,2,39.2,297000
2,1,602,52,0,1,1,43.7,50000
4,4,1445,21,2,2,1,20.1,271000
4,4,1398,17,2,1,2,26.1,307000
4,3,1616,55,1,3,2,47.7,259000
3,2,982,24,1,3,1,27.2,143000
3,2,1063,31,1,1,0,49.8,50000
2,2,658,6,1,1,0,8.0,115000
4,3,1547,57,1,2,0,43.2,100000
3,3,902,35,1,1,3,25.4,232000
3,3,1217,50,1,3,2,2.1,308000
3,2,1449,37,1,2,3,48.6,248000
2,2,827,13,2,1,0,48.3,71000
4,3,1908,25,0,1,2,19.8,297000
2,2,1066,32,1,2,0,47.8,50000
4,3,1755,59,2,2,2,7.9,343000
3,2,1214,1,0,2,1,34.3,227000
1,1,500,49,2,1,0,10.4,50000
3,2,1352,58,2,1,1,13.1,181000
1,1,500,35,1,2,1,39.2,50000
3,2,823,58,0,2,2,19.5,89000
4,4,1698,19,0,1,2,1.3,367000
2,2,573,53,1,1,2,21.3,91000
4,4,1407,52,1,2,3,12.2,347000
1,1,500,54,2,2,1,34.5,50000
2,1,780,12,1,1,1,10.5,145000
4,4,1317,40,1,2,2,42.3,228000
3,3,1233,40,2,1,1,14.1,195000
2,1,993,47,2,1,0,20.3,69000
3,3,974,43,1,2,2,15.6,234000
3,2,1454,20,1,2,0,32.6,162000
4,3,1287,33,0,1,0,6.0,152000
3,2,1623,29,2,1,0,24.4,209000
4,3,1517,16,1,1,0,17.4,221000
5,4,2029,14,2,2,0,44.3,278000
3,3,821,7,1,1,0,4.6,146000
5,4,1987,6,2,1,1,41.7,273000
3,2,1245,21,0,1,1,9.2,189000
6,5,2382,36,2,2,0,5.3,359000
2,1,687,22,2,2,2,10.9,193000
4,3,1410,40,1,1,1,6.0,223000
3,2,1426,54,2,2,0,26.5,137000
3,2,1206,19,2,1,1,49.4,173000
4,3,1908,25,2,2,1,2.7,376000
4,3,1494,3,1,1,1,23.6,287000
1,1,500,36,1,1,1,19.9,50000
2,1,963,45,2,1,2,17.6,182000
4,3,1275,53,2,2,2,17.3,288000
4,4,1357,59,1,2,3,44.9,218000
6,5,2619,34,2,2,1,1.9,494000
4,3,1365,11,0,1,1,39.0,177000
6,5,2036,48,2,1,1,13.4,349000
4,4,1973,42,1,2,2,19.8,357000
3,2,921,47,1,3,0,21.6,94000
2,2,836,27,1,3,1,15.9,208000
4,3,1613,42,1,2,1,5.6,266000
4,4,1037,2,1,1,2,6.6,280000
1,1,500,6,1,2,3,15.6,232000
3,2,1289,46,1,1,3,41.3,223000
6,5,2470,2,0,2,0,7.6,417000
3,3,1380,42,2,1,1,37.4,195000
3,3,1122,17,1,1,2,15.2,263000
3,2,1342,40,1,1,1,44.3,144000
2,2,662,58,1,2,1,22.0,76000
3,3,917,48,2,2,2,9.4,265000
3,3,940,14,2,2,2,49.3,196000
2,1,507,10,0,2,3,9.7,211000
4,3,1801,45,2,3,1,28.8,287000
3,2,897,33,2,1,1,28.9,120000
4,3,1654,42,1,2,1,19.3,258000
5,4,1946,54,2,2,2,47.6,292000
2,1,779,12,1,2,2,42.3,152000
4,3,1872,32,1,1,2,41.7,335000
3,3,1112,49,1,1,3,48.7,222000
5,4,2122,24,1,1,2,23.4,405000
2,1,807,14,1,3,1,5.8,198000
4,3,1569,5,0,3,2,38.5,288000
4,4,2059,51,0,1,2,19.7,326000
3,3,911,5,1,3,0,10.3,198000
2,1,1057,47,1,1,1,24.7,114000
4,3,1731,32,1,1,2,46.4,262000
4,3,1504,45,1,2,1,9.4,239000
3,3,1525,49,2,1,2,42.6,230000
4,3,1230,33,1,1,1,21.5,188000
3,2,1095,46,1,3,3,7.7,304000
4,3,1358,4,0,2,1,42.6,170000
2,1,882,57,1,3,0,48.5,50000
5,4,1777,30,0,1,1,15.3,259000
3,2,1286,41,1,1,1,15.9,163000
3,2,1162,17,2,1,1,20.1,220000
2,1,704,3,0,3,1,40.9,117000
2,2,877,13,1,1,2,1.5,289000
3,3,1146,44,0,1,1,12.0,173000
3,2,982,48,2,1,2,35.6,162000
4,3,2160,36,2,2,2,20.9,385000
1,1,500,18,0,1,2,17.2,160000
3,2,756,23,1,1,1,43.7,140000
3,3,1031,35,2,2,1,45.9,136000
1,1,500,49,1,1,1,47.5,50000
2,1,965,33,1,1,2,14.4,189000
3,3,1264,51,1,1,2,45.7,167000
3,3,1279,54,1,3,1,37.1,191000
3,2,1125,36,2,1,0,8.6,133000
3,3,1144,17,2,1,0,30.9,103000
3,2,1125,39,2,1,1,2.3,216000
1,1,500,34,1,3,1,35.7,77000
3,2,1367,12,1,1,2,36.9,250000
6,5,2467,5,1,2,1,39.7,412000
3,2,1300,48,2,3,2,9.5,288000
4,3,1699,40,2,1,3,31.8,341000
3,2,1376,55,1,1,2,9.8,247000
4,4,1657,27,0,2,0,47.4,174000
4,4,1671,40,1,2,1,34.1,198000
3,2,1437,13,2,2,1,5.7,292000
6,5,2266,26,1,2,2,10.2,424000
2,1,628,14,0,1,1,33.5,75000
1,1,500,32,0,2,1,24.4,50000
4,4,1636,11,1,1,1,37.1,281000
4,4,1229,38,2,2,1,14.8,246000
2,1,892,16,2,2,2,33.2,204000
3,2,1178,55,2,1,0,9.7,124000
1,1,626,57,2,1,1,27.6,65000
3,2,1065,22,1,1,0,47.9,50000
4,4,1559,57,1,2,1,31.8,185000
3,3,1424,47,1,3,2,3.4,324000
3,3,1476,16,2,2,0,49.4,156000
3,2,1063,13,1,2,1,8.7,181000
1,1,500,12,1,1,2,36.2,144000
3,2,1258,18,0,1,2,27.1,249000
4,4,1674,29,1,1,0,15.4,246000
6,5,2347,18,2,1,1,9.7,435000
4,3,1856,46,2,2,0,9.7,286000
1,1,500,2,1,3,1,43.1,111000
5,4,1915,54,0,2,1,43.8,250000
4,3,1689,2,2,2,0,23.8,284000
4,4,1691,3,2,1,3,6.1,459000
3,2,1470,29,1,1,0,44.3,109000
3,2,1439,56,1,1,2,24.9,187000
3,3,1142,8,1,2,2,22.5,285000
2,2,1059,11,1,2,3,21.0,305000
2,1,657,12,2,1,1,18.9,134000
2,1,986,32,0,2,2,26.8,177000
3,2,1562,4,0,2,3,30.6,332000
4,3,1842,9,0,1,0,23.9,255000
3,3,1221,24,1,2,1,44.9,148000
2,2,733,49,0,2,0,16.6,50000
6,5,2094,56,1,1,2,29.3,337000
5,5,2062,16,0,2,1,15.7,379000
4,3,1376,17,1,1,1,37.9,184000
6,5,2241,47,1,2,2,6.0,450000
3,3,961,52,0,3,0,10.2,74000
6,5,2307,58,1,2,2,40.3,347000
2,2,794,22,1,1,0,10.0,79000
3,2,1254,7,0,1,2,31.7,182000
2,2,679,10,1,1,0,48.5,50000
2,1,1013,29,2,1,1,26.6,139000
2,2,758,36,2,2,2,10.2,179000
4,3,1442,24,0,1,1,16.7,221000
4,3,1645,56,2,1,1,41.3,198000
3,3,1592,46,1,2,3,18.2,323000
2,1,867,14,0,2,0,36.5,54000
4,4,1527,14,1,1,2,39.1,281000
4,3,1294,25,1,2,0,25.6,158000
3,3,1156,46,1,3,0,39.4,84000
4,3,1646,22,1,1,0,16.5,212000
3,3,1122,52,2,2,3,26.3,249000
3,2,866,50,1,2,0,34.6,50000
5,5,1829,47,1,2,2,9.2,358000
3,2,1490,23,1,1,3,14.4,326000
3,3,1486,32,1,1,1,32.9,178000
5,4,1822,26,2,2,2,33.1,367000
4,3,1734,51,2,3,2,25.2,334000
2,2,564,27,2,2,1,40.0,87000
2,1,1080,45,1,3,0,24.6,87000
1,1,500,12,1,2,1,44.2,50000
4,4,1789,19,1,3,2,37.1,358000
3,2,856,19,1,2,2,16.4,259000
2,1,935,52,1,3,1,20.4,113000
6,5,2398,34,2,1,0,33.7,307000
3,3,1370,32,1,2,3,44.8,279000
2,2,982,29,1,1,0,9.8,122000
3,3,1213,21,2,1,2,26.2,252000
4,3,1479,35,2,2,0,6.8,239000
2,1,955,42,1,1,2,14.7,194000
3,2,1187,5,1,1,3,34.6,273000
4,4,1425,12,0,3,1,4.8,354000
3,3,1015,7,1,2,0,33.5,109000
3,3,904,41,0,3,1,45.1,80000
3,3,1097,2,0,3,1,48.5,176000
1,1,620,25,1,1,1,11.6,154000
2,1,835,10,1,1,2,37.7,152000
3,2,1094,38,2,1,1,46.4,98000
2,1,960,44,2,2,1,5.5,177000
1,1,500,6,0,2,2,21.3,143000
4,4,1619,27,2,2,2,46.1,305000
6,5,2364,35,1,1,1,10.9,391000
4,4,1755,10,0,1,2,46.8,275000
5,4,1684,9,1,2,2,26.8,405000
2,1,629,20,1,1,1,5.9,78000
6,5,2072,37,1,3,1,23.0,386000
2,1,748,35,2,1,0,17.0,90000
6,5,2642,37,1,1,2,14.8,450000
6,5,2298,40,2,1,2,27.5,446000
4,3,1497,8,1,2,2,24.7,294000
6,5,2574,46,0,1,0,24.6,329000
3,2,1413,56,1,1,1,5.3,156000
3,2,1182,54,0,2,2,40.3,125000
3,2,1336,31,1,3,1,24.6,185000
3,3,984,49,1,3,0,41.2,52000
2,1,1075,43,1,1,1,41.4,85000
4,4,2029,58,0,2,2,16.5,307000
6,5,2504,16,1,1,0,1.2,366000
2,2,500,28,0,1,1,45.7,50000
4,4,1488,6,1,2,2,38.3,309000
5,5,2122,32,2,1,2,6.3,442000
5,4,1915,28,2,2,2,35.4,358000
6,5,2654,11,0,3,2,2.0,555000
3,3,1317,42,1,1,0,2.4,174000
6,5,2258,23,1,1,1,26.8,386000
4,3,1606,30,2,2,2,5.7,339000
2,1,621,9,1,2,0,48.3,50000
3,3,1163,28,0,3,2,44.8,225000
4,4,1489,24,1,3,2,32.8,329000
2,2,1034,59,1,2,1,4.1,164000
4,4,2023,28,2,1,1,16.9,319000
4,4,1313,24,2,2,1,19.2,244000
2,1,500,15,0,1,1,24.6,103000
3,3,1150,39,2,3,1,9.3,256000
4,3,1296,50,0,1,3,29.3,249000
3,3,1209,33,2,2,1,22.4,258000
1,1,549,47,2,1,2,47.4,70000
1,1,698,34,1,2,0,46.9,50000
3,2,1240,22,2,2,0,28.7,151000
5,5,1961,29,0,2,0,32.6,247000
2,2,500,34,0,2,2,7.8,155000
4,3,1605,42,0,2,1,11.9,269000
2,1,814,52,0,1,1,45.1,50000
3,2,1327,47,1,3,2,35.3,185000
4,3,1458,10,1,2,0,10.3,254000
4,3,1512,51,2,1,1,28.9,195000
2,2,504,54,1,2,1,46.8,59000
3,2,741,45,1,3,1,17.9,147000
1,1,500,30,1,2,1,10.1,89000
3,3,885,56,1,1,1,47.2,87000
4,3,1667,11,1,2,1,23.6,304000
2,2,696,54,1,1,2,21.4,137000
3,2,1092,34,2,2,2,14.1,247000
3,3,1003,21,1,2,2,44.7,203000
5,4,1353,59,1,3,2,42.4,180000
6,5,2701,13,2,2,1,20.7,497000
1,1,500,54,0,1,2,2.5,50000
4,4,1517,25,1,2,1,22.9,255000
3,2,909,54,1,1,2,9.9,149000
3,2,1394,58,2,1,1,8.0,192000
4,3,1628,21,2,1,0,20.3,230000
5,5,1834,1,2,1,2,5.9,423000
6,5,2321,58,1,3,2,47.9,293000
3,2,1535,5,0,2,2,3.3,342000
3,2,1185,53,2,2,0,20.7,161000
4,3,1563,22,1,1,1,9.0,273000
3,2,1011,7,0,2,1,34.8,179000
3,3,821,13,2,2,1,4.9,259000
3,3,1167,45,1,2,0,27.8,74000
4,4,1665,52,0,3,1,38.9,195000
2,1,1019,23,2,2,0,47.6,50000
2,1,500,21,1,2,1,35.2,55000
5,5,1774,6,1,1,2,5.9,451000
2,1,683,20,2,1,2,5.3,214000
3,2,1199,12,2,3,0,36.8,176000
2,1,770,40,0,2,1,11.6,106000
1,1,500,9,1,2,0,22.9,50000
1,1,500,50,2,3,0,48.9,50000
2,2,619,28,1,2,2,41.2,150000
5,5,2186,11,1,2,2,42.5,402000
3,3,1286,52,0,1,2,43.2,170000
6,5,2336,32,2,2,1,31.4,353000
3,2,1520,11,2,1,2,37.5,293000
3,3,1511,24,0,1,0,18.6,205000
3,2,1386,56,2,3,1,49.9,149000
3,3,596,15,2,1,0,14.7,84000
4,4,1915,41,1,1,2,29.9,346000
3,3,1358,35,1,1,1,14.8,197000
3,3,1601,17,0,1,0,6.5,231000
5,4,2247,25,2,1,2,28.8,422000
5,5,2315,49,1,1,0,18.3,314000
5,4,2175,35,1,2,0,29.6,236000
3,2,1469,19,1,2,0,28.4,176000
4,3,1998,41,1,2,0,27.6,227000
3,2,1243,31,2,3,2,7.0,325000
3,2,885,17,1,2,1,22.6,178000
2,2,738,55,2,1,1,40.8,83000
3,2,1277,50,1,1,1,16.4,179000
2,2,814,23,0,2,2,22.7,176000
3,3,950,47,2,2,1,25.2,157000
5,4,1673,1,1,1,2,43.3,356000
2,1,651,58,1,1,1,33.1,50000
2,1,961,10,2,2,1,5.9,235000
2,2,1116,8,0,2,3,43.4,233000
5,4,2183,42,1,2,1,41.8,272000
3,3,1411,26,1,1,0,37.9,160000
3,3,1183,34,1,2,1,23.8,171000
4,4,1251,19,2,2,1,38.1,233000
4,3,1508,14,2,3,1,24.5,279000
3,3,1148,8,1,2,3,37.1,249000
4,3,1500,51,2,2,2,44.1,243000
4,3,1610,1,2,2,0,44.6,223000
4,3,1688,48,1,2,1,23.3,199000
2,1,970,25,1,1,2,43.1,132000
5,4,1944,24,1,3,1,6.0,332000
3,2,819,47,2,2,1,6.0,178000
3,2,1103,20,2,2,2,27.9,272000
3,3,1208,56,1,3,2,32.9,217000
1,1,644,30,2,3,2,8.5,215000
2,1,686,5,1,2,2,24.1,179000
4,4,1702,3,1,1,3,5.6,454000
1,1,500,32,2,1,1,30.5,61000
3,2,1208,17,0,3,2,42.9,215000
3,3,1386,42,0,1,0,37.1,118000
2,1,667,5,1,3,1,19.5,180000
6,5,2284,11,1,1,0,49.7,283000
2,1,797,38,1,2,2,33.5,107000
3,3,1071,4,1,2,0,40.9,132000
3,2,1301,39,2,1,2,33.8,214000
2,1,657,19,2,3,2,49.5,145000
1,1,500,39,1,2,0,41.2,50000
4,3,1579,46,1,1,2,26.5,222000
6,5,2442,49,2,1,2,19.0,416000
2,2,708,23,1,2,2,34.4,137000
4,4,1532,17,1,1,0,29.9,229000
4,3,1619,13,1,3,2,31.8,320000
4,4,1640,27,1,1,2,17.8,315000
3,3,1199,1,1,1,1,22.0,244000
3,2,1541,2,1,1,1,28.3,236000
3,2,1001,18,1,1,1,42.1,132000
4,3,1587,36,2,1,2,38.4,304000
4,4,1285,45,2,3,1,6.8,299000
2,2,874,33,1,1,0,13.0,86000
3,2,976,36,2,1,2,2.3,243000
5,5,1944,2,0,1,0,1.4,325000
4,3,1525,4,1,2,3,12.0,367000
6,5,2456,16,2,2,1,40.2,419000
4,3,1489,4,1,2,1,45.3,283000
3,3,1080,57,1,1,0,20.2,80000
3,2,1487,9,1,2,3,28.6,324000
4,3,1656,49,2,2,2,35.6,267000
2,1,687,21,1,2,3,47.7,170000
3,3,1149,23,2,1,2,45.7,189000
4,4,1929,52,2,2,0,3.8,267000
2,2,752,53,2,1,1,13.2,135000
4,3,1462,2,1,1,1,3.4,311000
3,2,1063,3,0,1,2,31.2,244000
6,5,2290,23,1,2,3,35.8,469000
1,1,500,26,1,1,1,16.1,62000
3,3,944,47,2,2,2,42.8,156000
4,3,1375,7,1,3,3,23.2,376000
3,2,1034,36,2,2,0,49.9,50000
4,4,1718,44,1,2,2,1.0,328000
4,4,1523,33,2,2,1,6.4,277000
2,2,758,49,1,2,2,15.8,171000
3,2,1454,36,1,1,1,2.2,232000
3,2,1459,4,2,2,1,39.3,262000
3,2,1143,54,1,2,0,3.6,114000
5,5,1873,23,0,1,3,37.7,326000
4,3,1427,25,1,1,2,3.6,317000
4,4,1738,41,1,1,0,13.4,258000
4,3,1559,26,2,3,3,42.2,342000
3,3,1122,28,2,1,2,47.6,170000
5,4,1837,28,0,1,2,21.3,301000
4,3,1446,21,1,2,0,48.5,172000
4,3,1664,10,1,3,1,31.7,268000
5,4,1736,27,2,1,2,21.4,384000
3,3,1398,51,2,2,0,40.3,134000
4,4,1493,51,2,2,1,15.5,236000
2,1,770,15,1,2,1,14.0,178000
3,3,932,54,0,2,1,33.2,76000
3,3,1197,17,1,1,1,20.1,184000
6,5,2334,39,1,3,3,7.7,492000
5,4,1989,35,2,2,1,4.3,381000
4,4,1894,5,1,3,1,39.6,338000
4,4,1635,16,2,2,1,34.1,276000
3,3,1041,23,1,3,2,21.2,216000
5,4,1857,39,2,1,2,44.9,271000
3,2,1319,48,0,1,2,21.1,181000
3,2,1459,9,0,1,0,35.8,122000
2,1,856,33,0,1,1,45.5,55000
4,4,1737,35,2,2,2,42.2,340000
4,3,1721,57,0,1,3,26.0,313000
3,2,1483,40,2,1,2,34.4,215000
1,1,500,50,1,2,0,21.3,50000
4,3,1733,24,1,3,1,32.7,260000
1,1,596,24,2,2,0,13.6,86000
4,3,1332,50,1,2,2,22.3,275000
6,5,2222,24,1,2,0,11.3,342000
3,3,1029,19,1,3,0,2.9,225000
2,2,654,39,2,2,1,29.8,142000
4,3,1503,25,1,3,1,43.4,212000
4,4,1648,52,1,1,1,2.3,263000
3,2,1373,31,1,2,1,10.6,223000
6,5,2616,59,1,2,2,23.5,423000
2,1,632,38,1,2,1,33.6,57000
3,2,1031,25,1,2,1,9.4,218000
4,3,1863,27,2,2,1,3.8,313000
5,4,2129,32,1,3,1,26.4,327000
2,1,816,11,2,1,2,41.1,174000
4,4,1694,5,2,1,1,2.7,378000
3,3,1194,44,2,1,2,18.1,285000
3,3,1304,33,0,1,1,33.5,134000
2,2,732,19,1,1,2,7.4,196000
5,5,2053,43,2,2,1,12.6,311000
2,2,500,47,0,2,1,27.2,50000
3,2,1062,57,0,2,2,47.7,79000
3,2,1064,16,2,2,1,15.1,211000
5,5,1925,35,1,2,1,24.9,309000
4,3,1414,11,1,1,2,20.6,314000
4,3,1493,11,1,2,0,45.0,170000
3,3,897,10,2,2,1,4.5,253000
4,3,1709,34,1,1,1,28.7,242000
3,2,1183,52,2,1,3,42.5,196000
4,4,1258,5,1,1,2,49.4,216000
5,4,1833,23,1,2,1,35.2,300000
1,1,500,55,1,2,1,19.6,76000
4,3,1491,25,1,2,0,21.2,253000
2,2,660,29,1,1,1,18.2,133000
3,2,1185,40,1,1,2,30.6,223000
3,2,1268,13,2,1,0,37.2,155000
3,2,912,47,1,1,1,41.2,86000
3,3,1310,32,1,1,3,21.4,304000
4,3,1439,34,1,1,2,36.1,240000
3,2,1196,12,2,2,2,45.9,244000
4,3,1592,24,1,1,2,46.1,245000
3,2,1094,40,1,2,2,35.5,180000
2,1,595,21,2,2,0,32.2,50000
4,3,1542,29,1,2,1,27.0,250000
3,2,1525,51,1,2,1,10.0,200000
3,2,927,57,1,1,1,7.1,135000
4,3,1938,23,2,2,2,24.8,376000
3,2,1148,33,1,3,1,8.8,225000
2,2,807,8,0,1,0,29.3,92000
3,2,982,42,2,1,1,32.6,123000
5,4,1845,13,0,3,1,26.8,326000
4,4,1499,5,2,3,2,2.8,397000
4,3,1390,54,0,1,2,3.8,217000
4,3,1558,41,1,1,1,6.6,266000
2,2,718,10,0,2,1,8.5,170000
3,2,1570,14,1,1,2,49.5,262000
4,4,1366,24,1,3,2,17.9,317000
2,2,820,11,0,1,1,15.3,119000
3,2,1249,46,1,3,3,3.6,315000
3,3,985,3,2,1,3,32.1,317000
3,3,1337,29,1,1,3,33.0,296000
6,5,2320,53,2,3,2,9.6,445000
2,2,500,48,2,1,3,46.0,93000
3,2,1331,52,2,1,1,40.2,119000
2,1,576,30,2,3,2,12.3,197000
6,5,2190,49,1,1,3,24.8,389000
2,2,937,37,2,1,3,23.5,234000
3,2,1130,58,2,1,2,18.1,201000
4,3,1783,7,2,2,1,41.1,312000
4,4,1842,17,0,2,0,6.4,295000
3,2,1071,20,2,3,1,21.4,233000
3,3,1358,54,2,2,2,22.0,254000
3,2,1048,11,2,1,1,24.0,182000
3,3,1646,44,0,1,1,43.2,153000
2,2,661,25,1,2,1,11.7,125000
3,3,1405,59,2,2,2,6.0,290000
3,2,1368,24,1,3,3,31.3,295000
3,2,1263,2,1,3,2,9.5,315000
4,3,1465,27,2,1,2,4.7,334000
6,5,2369,19,0,2,1,21.9,423000
4,4,1169,58,1,2,2,11.8,258000
2,2,844,29,1,1,1,18.7,120000
2,1,869,37,1,1,1,13.7,127000
6,5,2426,11,1,3,3,5.5,600000
3,2,605,55,1,2,2,28.5,128000
2,2,546,19,0,2,2,2.3,160000
3,2,1050,28,1,2,1,48.4,102000
4,4,1658,39,2,2,1,17.7,265000
4,3,1657,21,1,1,1,35.1,269000
3,3,1165,26,1,2,0,40.7,140000
1,1,527,22,0,2,1,14.7,78000
6,5,2194,6,2,3,1,37.7,384000
3,2,1322,11,2,2,1,41.8,207000
4,3,1694,59,1,3,2,12.8,304000
4,3,1675,14,1,1,3,49.6,304000
4,3,1563,36,1,3,2,2.0,338000
3,2,1566,40,2,3,2,11.6,284000
3,2,1298,41,1,2,1,39.2,174000
3,2,1006,2,1,1,2,10.5,234000
5,5,2049,57,2,1,0,35.2,195000
5,4,2150,43,2,2,0,42.9,254000
2,1,682,20,0,2,1,48.0,50000
2,2,1017,22,2,2,1,24.2,171000
5,4,2076,39,1,2,2,48.6,318000
4,4,1131,4,2,2,1,21.2,281000
5,5,2059,56,1,1,2,11.7,360000
2,2,718,29,1,1,3,26.2,241000
3,3,1307,46,1,1,0,32.8,107000
4,3,1788,58,1,1,1,23.4,247000
4,3,1639,24,0,2,2,28.8,297000
3,2,1533,1,1,2,1,21.4,315000
1,1,500,24,1,1,1,26.7,87000
3,3,1324,58,1,1,2,47.7,162000
3,2,1360,30,2,2,3,25.5,328000
3,2,1180,12,1,3,2,13.4,285000
6,5,2555,19,1,1,1,38.2,379000
3,2,1081,37,0,3,1,17.5,141000
4,3,1515,58,1,1,1,41.0,140000
2,1,537,40,1,1,1,3.8,141000
4,3,1648,43,1,2,1,17.3,228000
6,5,2465,54,1,2,1,5.6,383000
2,2,1035,4,0,2,3,5.2,316000
1,1,558,15,2,3,2,33.3,157000
3,2,1143,20,1,1,2,19.9,248000
2,1,564,44,1,2,3,43.7,118000
4,3,1686,20,0,2,1,26.3,267000
5,5,2222,54,2,3,0,15.5,338000
3,3,1351,55,0,2,2,36.3,212000
3,2,1416,21,2,1,3,31.6,308000
3,2,1157,10,1,2,1,40.2,189000
4,4,1506,30,1,3,0,32.5,173000
1,1,500,24,2,1,2,9.2,151000
3,2,1188,48,2,1,0,33.8,67000
4,3,1584,55,1,1,1,20.2,209000
4,3,1641,40,1,2,1,23.7,225000
2,2,774,52,1,1,3,46.2,107000
4,3,1573,40,2,1,1,18.6,242000
2,1,644,38,1,2,2,31.0,87000
2,1,988,3,1,1,1,18.8,206000
5,5,2015,29,0,1,1,5.6,336000
4,3,1565,8,1,2,3,23.2,402000
1,1,500,29,1,1,1,30.3,50000
2,2,533,55,1,1,1,21.0,50000
2,1,1061,10,1,1,1,20.1,199000
3,3,1310,5,0,1,2,41.2,239000
2,1,500,11,1,2,0,2.5,139000
2,2,952,4,1,2,1,15.5,193000
3,2,1384,49,1,2,2,40.8,185000
4,4,1624,58,0,1,1,46.1,176000
4,4,1919,35,0,1,0,21.2,246000
4,4,1643,50,0,3,2,44.6,246000
2,1,516,40,2,1,1,10.7,165000
6,5,2473,56,1,1,0,11.8,316000
4,4,1648,12,0,3,2,42.5,279000
4,3,1479,21,1,2,3,45.3,288000
4,3,1714,16,1,2,0,11.9,255000
5,4,1666,14,1,2,1,3.9,374000
3,3,1398,21,1,1,2,5.4,307000
2,1,624,48,1,3,0,13.8,80000
4,4,1403,27,1,3,0,38.3,185000
4,4,1577,36,0,1,1,26.0,245000
4,3,1686,1,2,2,2,23.3,380000
3,2,1232,1,2,2,0,29.6,193000
2,2,651,22,2,2,2,44.6,161000
3,3,1098,15,0,1,2,5.4,257000
5,4,1773,52,2,2,1,35.0,242000
3,2,1155,20,2,1,1,46.4,161000
3,3,1415,3,2,2,3,11.5,441000
3,2,1199,14,1,1,1,42.1,131000
3,3,1371,9,2,2,1,35.2,200000
5,5,2291,19,0,2,2,1.7,458000
4,3,1482,40,1,3,0,12.3,227000
4,4,1562,34,1,1,0,30.7,181000
3,3,1634,4,2,3,0,25.6,235000
4,3,1888,33,2,1,1,26.9,283000
2,1,500,43,1,2,0,12.4,50000
4,4,1677,37,1,2,2,34.1,305000
3,2,1200,2,0,3,3,14.1,335000
3,2,1365,27,1,2,0,20.1,164000
4,4,1451,45,1,2,1,19.1,242000
5,4,1832,17,0,1,0,33.9,229000
2,2,664,49,2,3,0,5.4,85000
4,3,1485,50,0,2,1,11.1,240000
3,2,1363,53,1,1,1,10.8,201000
3,2,963,31,2,1,3,6.3,259000
1,1,500,41,2,2,1,11.2,92000
3,2,842,6,2,3,1,30.7,167000
3,2,1401,52,0,1,1,36.9,99000
2,2,1054,31,2,3,0,33.4,124000
3,3,1134,3,1,1,2,24.3,260000
5,5,1940,40,2,3,0,3.6,323000
2,1,890,3,2,2,3,48.0,221000
4,3,1894,33,2,1,0,9.2,275000
3,3,1281,52,0,1,2,33.8,192000
4,3,1460,59,1,2,3,45.7,292000
3,2,876,13,2,2,0,35.2,110000
2,1,576,21,2,3,1,11.7,123000
2,2,814,37,0,2,2,16.5,159000
2,1,668,16,2,2,0,2.5,146000
2,2,838,21,0,3,2,31.0,162000
4,4,1489,56,1,2,0,31.0,118000
5,4,1788,48,1,2,1,36.5,227000
4,4,1364,56,0,2,0,1.5,166000
4,4,1912,44,0,3,3,41.1,320000
2,2,977,13,2,1,0,37.2,108000
3,3,1546,4,1,2,0,7.9,257000
3,3,1307,31,0,2,1,18.0,220000
2,1,714,9,2,2,1,32.3,127000
3,3,1464,48,2,2,1,25.3,224000
3,3,1193,33,1,2,0,6.6,166000
3,3,1244,37,0,1,2,5.3,231000
3,2,1191,53,0,2,2,39.3,142000
4,3,1010,37,2,1,1,8.6,174000
4,4,1920,24,1,1,0,9.4,316000
3,2,1298,25,1,2,1,41.7,171000
5,5,2065,51,2,1,2,31.0,333000
6,5,2387,41,1,1,1,30.6,339000
3,3,1232,29,0,2,0,24.5,86000
3,3,1080,59,2,1,1,28.9,162000
3,3,1323,40,1,1,2,30.5,250000
5,4,1738,51,1,3,3,48.4,320000
5,5,2037,50,2,2,0,11.9,302000
2,1,912,47,2,1,1,11.5,109000
3,3,1160,36,1,1,0,3.8,139000
3,3,1274,15,1,3,1,33.3,185000
3,2,1001,45,2,1,1,27.9,132000
2,1,606,18,1,2,3,6.5,267000
5,5,2047,20,1,2,0,18.9,305000
